Child 2 (PID=34555): Processing movie-100k_2.txt
Child 1 (PID=34554): Processing movie-100k_1.txt
MovieID: 1	 Rating Count: 452	 Average Rating: 3.88
MovieID: 38	 Rating Count: 120	 Average Rating: 3.01
MovieID: 39	 Rating Count: 87	 Average Rating: 3.26
MovieID: 40	 Rating Count: 57	 Average Rating: 2.89
MovieID: 41	 Rating Count: 37	 Average Rating: 3.08
MovieID: 42	 Rating Count: 148	 Average Rating: 3.80
MovieID: 43	 Rating Count: 40	 Average Rating: 3.00
MovieID: 44	 Rating Count: 79	 Average Rating: 3.34
MovieID: 45	 Rating Count: 80	 Average Rating: 4.05
MovieID: 46	 Rating Count: 27	 Average Rating: 3.56
MovieID: 47	 Rating Count: 133	 Average Rating: 3.60
MovieID: 48	 Rating Count: 117	 Average Rating: 4.09
MovieID: 49	 Rating Count: 81	 Average Rating: 3.32
MovieID: 50	 Rating Count: 583	 Average Rating: 4.36
MovieID: 51	 Rating Count: 81	 Average Rating: 3.46
MovieID: 52	 Rating Count: 91	 Average Rating: 3.77
MovieID: 53	 Rating Count: 128	 Average Rating: 2.95
MovieID: 54	 Rating Count: 104	 Average Rating: 3.24
MovieID: 55	 Rating Count: 149	 Average Rating: 3.70
MovieID: 56	 Rating Count: 394	 Average Rating: 4.06
MovieID: 57	 Rating Count: 40	 Average Rating: 4.00
MovieID: 58	 Rating Count: 175	 Average Rating: 3.65
MovieID: 59	 Rating Count: 83	 Average Rating: 4.06
MovieID: 60	 Rating Count: 64	 Average Rating: 4.02
MovieID: 61	 Rating Count: 59	 Average Rating: 3.86
MovieID: 62	 Rating Count: 127	 Average Rating: 3.14
MovieID: 63	 Rating Count: 82	 Average Rating: 3.10
MovieID: 64	 Rating Count: 283	 Average Rating: 4.45
MovieID: 65	 Rating Count: 115	 Average Rating: 3.54
MovieID: 66	 Rating Count: 162	 Average Rating: 3.55
MovieID: 67	 Rating Count: 103	 Average Rating: 3.05
MovieID: 68	 Rating Count: 134	 Average Rating: 3.42
MovieID: 69	 Rating Count: 321	 Average Rating: 3.85
MovieID: 70	 Rating Count: 251	 Average Rating: 3.66
MovieID: 71	 Rating Count: 220	 Average Rating: 3.78
MovieID: 72	 Rating Count: 129	 Average Rating: 3.19
MovieID: 73	 Rating Count: 128	 Average Rating: 3.47
MovieID: 74	 Rating Count: 7	 Average Rating: 3.00
MovieID: 75	 Rating Count: 5	 Average Rating: 3.00
MovieID: 76	 Rating Count: 54	 Average Rating: 3.41
MovieID: 77	 Rating Count: 151	 Average Rating: 3.28
MovieID: 78	 Rating Count: 33	 Average Rating: 2.45
MovieID: 79	 Rating Count: 336	 Average Rating: 4.04
MovieID: 80	 Rating Count: 68	 Average Rating: 2.76
MovieID: 81	 Rating Count: 110	 Average Rating: 3.55
MovieID: 82	 Rating Count: 261	 Average Rating: 3.72
MovieID: 83	 Rating Count: 176	 Average Rating: 4.06
MovieID: 84	 Rating Count: 18	 Average Rating: 3.00
MovieID: 85	 Rating Count: 58	 Average Rating: 3.03
MovieID: 86	 Rating Count: 150	 Average Rating: 3.94
MovieID: 87	 Rating Count: 138	 Average Rating: 3.91
MovieID: 88	 Rating Count: 213	 Average Rating: 3.54
MovieID: 89	 Rating Count: 275	 Average Rating: 4.14
MovieID: 90	 Rating Count: 95	 Average Rating: 3.05
MovieID: 91	 Rating Count: 143	 Average Rating: 3.59
MovieID: 92	 Rating Count: 104	 Average Rating: 3.62
MovieID: 93	 Rating Count: 112	 Average Rating: 3.72
MovieID: 94	 Rating Count: 137	 Average Rating: 3.09
MovieID: 95	 Rating Count: 219	 Average Rating: 3.81
MovieID: 96	 Rating Count: 295	 Average Rating: 4.01
MovieID: 97	 Rating Count: 256	 Average Rating: 3.79
MovieID: 98	 Rating Count: 390	 Average Rating: 4.29
MovieID: 99	 Rating Count: 172	 Average Rating: 3.71
MovieID: 100	 Rating Count: 508	 Average Rating: 4.16
MovieID: 101	 Rating Count: 73	 Average Rating: 3.26
MovieID: 102	 Rating Count: 54	 Average Rating: 3.13
MovieID: 103	 Rating Count: 15	 Average Rating: 1.87
MovieID: 104	 Rating Count: 5	 Average Rating: 1.40
MovieID: 105	 Rating Count: 74	 Average Rating: 2.57
MovieID: 106	 Rating Count: 71	 Average Rating: 2.89
MovieID: 107	 Rating Count: 42	 Average Rating: 3.50
MovieID: 108	 Rating Count: 65	 Average Rating: 3.08
MovieID: 109	 Rating Count: 130	 Average Rating: 3.43
MovieID: 110	 Rating Count: 31	 Average Rating: 2.52
MovieID: 111	 Rating Count: 272	 Average Rating: 3.49
MovieID: 112	 Rating Count: 20	 Average Rating: 2.45
MovieID: 113	 Rating Count: 9	 Average Rating: 4.11
MovieID: 114	 Rating Count: 67	 Average Rating: 4.45
MovieID: 115	 Rating Count: 15	 Average Rating: 3.73
MovieID: 116	 Rating Count: 125	 Average Rating: 3.82
MovieID: 117	 Rating Count: 378	 Average Rating: 3.69
MovieID: 118	 Rating Count: 293	 Average Rating: 3.22
MovieID: 119	 Rating Count: 4	 Average Rating: 4.50
MovieID: 120	 Rating Count: 67	 Average Rating: 2.24
MovieID: 121	 Rating Count: 429	 Average Rating: 3.44
MovieID: 122	 Rating Count: 106	 Average Rating: 2.34
MovieID: 123	 Rating Count: 115	 Average Rating: 3.23
MovieID: 124	 Rating Count: 187	 Average Rating: 4.05
MovieID: 125	 Rating Count: 244	 Average Rating: 3.56
MovieID: 126	 Rating Count: 97	 Average Rating: 3.80
MovieID: 127	 Rating Count: 413	 Average Rating: 4.28
MovieID: 128	 Rating Count: 65	 Average Rating: 3.54
MovieID: 129	 Rating Count: 129	 Average Rating: 3.82
MovieID: 130	 Rating Count: 23	 Average Rating: 2.26
MovieID: 131	 Rating Count: 95	 Average Rating: 3.73
MovieID: 132	 Rating Count: 246	 Average Rating: 4.08
MovieID: 133	 Rating Count: 171	 Average Rating: 3.87
MovieID: 134	 Rating Count: 198	 Average Rating: 4.29
MovieID: 135	 Rating Count: 259	 Average Rating: 3.97
MovieID: 136	 Rating Count: 105	 Average Rating: 4.12
MovieID: 137	 Rating Count: 171	 Average Rating: 3.90
MovieID: 138	 Rating Count: 19	 Average Rating: 2.58
MovieID: 139	 Rating Count: 50	 Average Rating: 2.78
MovieID: 140	 Rating Count: 61	 Average Rating: 3.21
MovieID: 141	 Rating Count: 72	 Average Rating: 3.50
MovieID: 142	 Rating Count: 57	 Average Rating: 3.07
MovieID: 143	 Rating Count: 222	 Average Rating: 3.77
MovieID: 144	 Rating Count: 243	 Average Rating: 3.87
MovieID: 145	 Rating Count: 65	 Average Rating: 2.45
MovieID: 146	 Rating Count: 10	 Average Rating: 2.50
MovieID: 147	 Rating Count: 185	 Average Rating: 3.47
MovieID: 148	 Rating Count: 128	 Average Rating: 3.20
MovieID: 149	 Rating Count: 23	 Average Rating: 3.00
MovieID: 150	 Rating Count: 157	 Average Rating: 3.83
MovieID: 151	 Rating Count: 326	 Average Rating: 3.63
MovieID: 152	 Rating Count: 82	 Average Rating: 3.63
MovieID: 153	 Rating Count: 247	 Average Rating: 3.79
MovieID: 154	 Rating Count: 174	 Average Rating: 3.75
MovieID: 155	 Rating Count: 98	 Average Rating: 3.10
MovieID: 156	 Rating Count: 148	 Average Rating: 3.99
MovieID: 157	 Rating Count: 127	 Average Rating: 3.69
MovieID: 158	 Rating Count: 60	 Average Rating: 2.62
MovieID: 159	 Rating Count: 101	 Average Rating: 3.23
MovieID: 160	 Rating Count: 69	 Average Rating: 3.46
MovieID: 161	 Rating Count: 220	 Average Rating: 3.48
MovieID: 162	 Rating Count: 106	 Average Rating: 3.56
MovieID: 163	 Rating Count: 92	 Average Rating: 3.55
MovieID: 164	 Rating Count: 151	 Average Rating: 3.59
MovieID: 165	 Rating Count: 64	 Average Rating: 4.11
MovieID: 166	 Rating Count: 58	 Average Rating: 4.12
MovieID: 167	 Rating Count: 67	 Average Rating: 2.96
MovieID: 168	 Rating Count: 316	 Average Rating: 4.07
MovieID: 169	 Rating Count: 118	 Average Rating: 4.47
MovieID: 170	 Rating Count: 121	 Average Rating: 4.17
MovieID: 171	 Rating Count: 65	 Average Rating: 3.88
MovieID: 172	 Rating Count: 367	 Average Rating: 4.20
MovieID: 173	 Rating Count: 324	 Average Rating: 4.17
MovieID: 174	 Rating Count: 420	 Average Rating: 4.25
MovieID: 175	 Rating Count: 208	 Average Rating: 3.82
MovieID: 176	 Rating Count: 284	 Average Rating: 3.95
MovieID: 177	 Rating Count: 137	 Average Rating: 3.86
MovieID: 178	 Rating Count: 125	 Average Rating: 4.34
MovieID: 179	 Rating Count: 221	 Average Rating: 3.91
MovieID: 180	 Rating Count: 221	 Average Rating: 4.05
MovieID: 181	 Rating Count: 507	 Average Rating: 4.01
MovieID: 182	 Rating Count: 226	 Average Rating: 3.95
MovieID: 183	 Rating Count: 291	 Average Rating: 4.03
MovieID: 184	 Rating Count: 116	 Average Rating: 3.43
MovieID: 185	 Rating Count: 239	 Average Rating: 4.10
MovieID: 186	 Rating Count: 251	 Average Rating: 3.84
MovieID: 187	 Rating Count: 209	 Average Rating: 4.19
MovieID: 188	 Rating Count: 170	 Average Rating: 3.68
MovieID: 189	 Rating Count: 66	 Average Rating: 4.11
MovieID: 190	 Rating Count: 124	 Average Rating: 4.14
MovieID: 191	 Rating Count: 276	 Average Rating: 4.16
MovieID: 192	 Rating Count: 116	 Average Rating: 4.12
MovieID: 193	 Rating Count: 157	 Average Rating: 3.92
MovieID: 194	 Rating Count: 241	 Average Rating: 4.06
MovieID: 195	 Rating Count: 301	 Average Rating: 3.93
MovieID: 196	 Rating Count: 251	 Average Rating: 3.92
MovieID: 197	 Rating Count: 239	 Average Rating: 4.10
MovieID: 198	 Rating Count: 127	 Average Rating: 4.01
MovieID: 199	 Rating Count: 165	 Average Rating: 4.18
MovieID: 200	 Rating Count: 206	 Average Rating: 3.83
MovieID: 201	 Rating Count: 89	 Average Rating: 3.52
MovieID: 202	 Rating Count: 280	 Average Rating: 3.76
MovieID: 203	 Rating Count: 182	 Average Rating: 3.87
MovieID: 204	 Rating Count: 350	 Average Rating: 3.83
MovieID: 205	 Rating Count: 136	 Average Rating: 3.99
MovieID: 206	 Rating Count: 50	 Average Rating: 3.38
MovieID: 207	 Rating Count: 66	 Average Rating: 3.82
MovieID: 208	 Rating Count: 200	 Average Rating: 3.94
MovieID: 209	 Rating Count: 191	 Average Rating: 3.91
MovieID: 210	 Rating Count: 331	 Average Rating: 3.93
MovieID: 211	 Rating Count: 206	 Average Rating: 3.91
MovieID: 212	 Rating Count: 92	 Average Rating: 3.46
MovieID: 213	 Rating Count: 134	 Average Rating: 3.99
MovieID: 214	 Rating Count: 114	 Average Rating: 3.35
MovieID: 215	 Rating Count: 212	 Average Rating: 3.70
MovieID: 216	 Rating Count: 290	 Average Rating: 3.91
MovieID: 217	 Rating Count: 120	 Average Rating: 3.16
MovieID: 218	 Rating Count: 170	 Average Rating: 3.48
MovieID: 219	 Rating Count: 111	 Average Rating: 3.17
MovieID: 220	 Rating Count: 66	 Average Rating: 3.36
MovieID: 221	 Rating Count: 74	 Average Rating: 3.73
MovieID: 222	 Rating Count: 365	 Average Rating: 3.66
MovieID: 223	 Rating Count: 136	 Average Rating: 4.20
MovieID: 224	 Rating Count: 44	 Average Rating: 3.70
MovieID: 225	 Rating Count: 109	 Average Rating: 2.91
MovieID: 226	 Rating Count: 166	 Average Rating: 3.36
MovieID: 227	 Rating Count: 160	 Average Rating: 3.27
MovieID: 228	 Rating Count: 244	 Average Rating: 3.82
MovieID: 229	 Rating Count: 171	 Average Rating: 3.11
MovieID: 230	 Rating Count: 199	 Average Rating: 3.45
MovieID: 231	 Rating Count: 142	 Average Rating: 2.68
MovieID: 232	 Rating Count: 101	 Average Rating: 3.21
MovieID: 233	 Rating Count: 124	 Average Rating: 3.29
MovieID: 234	 Rating Count: 280	 Average Rating: 3.77
MovieID: 235	 Rating Count: 217	 Average Rating: 2.85
MovieID: 236	 Rating Count: 45	 Average Rating: 3.62
MovieID: 237	 Rating Count: 384	 Average Rating: 3.71
MovieID: 238	 Rating Count: 256	 Average Rating: 3.88
MovieID: 239	 Rating Count: 150	 Average Rating: 3.51
MovieID: 240	 Rating Count: 156	 Average Rating: 2.79
MovieID: 241	 Rating Count: 128	 Average Rating: 3.55
MovieID: 242	 Rating Count: 117	 Average Rating: 3.99
MovieID: 243	 Rating Count: 132	 Average Rating: 2.44
MovieID: 244	 Rating Count: 48	 Average Rating: 3.17
MovieID: 245	 Rating Count: 240	 Average Rating: 3.11
MovieID: 246	 Rating Count: 124	 Average Rating: 3.94
MovieID: 247	 Rating Count: 5	 Average Rating: 1.80
MovieID: 248	 Rating Count: 160	 Average Rating: 3.67
MovieID: 249	 Rating Count: 130	 Average Rating: 3.25
MovieID: 250	 Rating Count: 197	 Average Rating: 3.48
MovieID: 251	 Rating Count: 46	 Average Rating: 4.26
MovieID: 252	 Rating Count: 158	 Average Rating: 2.94
MovieID: 253	 Rating Count: 26	 Average Rating: 3.69
MovieID: 254	 Rating Count: 62	 Average Rating: 2.45
MovieID: 255	 Rating Count: 172	 Average Rating: 3.36
MovieID: 256	 Rating Count: 16	 Average Rating: 3.56
MovieID: 257	 Rating Count: 303	 Average Rating: 3.75
MovieID: 258	 Rating Count: 509	 Average Rating: 3.80
MovieID: 259	 Rating Count: 162	 Average Rating: 2.69
MovieID: 260	 Rating Count: 127	 Average Rating: 2.57
MovieID: 261	 Rating Count: 43	 Average Rating: 2.56
MovieID: 262	 Rating Count: 66	 Average Rating: 3.71
MovieID: 263	 Rating Count: 19	 Average Rating: 2.16
MovieID: 264	 Rating Count: 101	 Average Rating: 2.74
MovieID: 265	 Rating Count: 227	 Average Rating: 3.86
MovieID: 266	 Rating Count: 35	 Average Rating: 2.71
MovieID: 267	 Rating Count: 9	 Average Rating: 3.44
MovieID: 268	 Rating Count: 255	 Average Rating: 3.79
MovieID: 269	 Rating Count: 315	 Average Rating: 3.93
MovieID: 270	 Rating Count: 136	 Average Rating: 3.60
MovieID: 271	 Rating Count: 211	 Average Rating: 3.23
MovieID: 272	 Rating Count: 198	 Average Rating: 4.26
MovieID: 273	 Rating Count: 223	 Average Rating: 3.57
MovieID: 274	 Rating Count: 190	 Average Rating: 3.50
MovieID: 275	 Rating Count: 268	 Average Rating: 4.01
MovieID: 276	 Rating Count: 298	 Average Rating: 3.70
MovieID: 277	 Rating Count: 71	 Average Rating: 3.46
MovieID: 278	 Rating Count: 60	 Average Rating: 3.23
MovieID: 279	 Rating Count: 28	 Average Rating: 3.29
MovieID: 280	 Rating Count: 85	 Average Rating: 3.19
MovieID: 281	 Rating Count: 146	 Average Rating: 3.14
MovieID: 282	 Rating Count: 232	 Average Rating: 3.69
MovieID: 283	 Rating Count: 177	 Average Rating: 3.72
MovieID: 284	 Rating Count: 193	 Average Rating: 3.16
MovieID: 285	 Rating Count: 162	 Average Rating: 4.27
MovieID: 286	 Rating Count: 481	 Average Rating: 3.66
MovieID: 287	 Rating Count: 78	 Average Rating: 3.59
MovieID: 288	 Rating Count: 478	 Average Rating: 3.44
MovieID: 289	 Rating Count: 259	 Average Rating: 2.98
MovieID: 290	 Rating Count: 96	 Average Rating: 3.11
MovieID: 291	 Rating Count: 127	 Average Rating: 3.37
MovieID: 292	 Rating Count: 114	 Average Rating: 3.67
MovieID: 293	 Rating Count: 147	 Average Rating: 3.80
MovieID: 294	 Rating Count: 485	 Average Rating: 3.16
MovieID: 295	 Rating Count: 77	 Average Rating: 3.40
MovieID: 296	 Rating Count: 6	 Average Rating: 3.33
MovieID: 297	 Rating Count: 50	 Average Rating: 3.96
MovieID: 298	 Rating Count: 194	 Average Rating: 3.77
MovieID: 299	 Rating Count: 73	 Average Rating: 2.93
MovieID: 300	 Rating Count: 431	 Average Rating: 3.63
MovieID: 301	 Rating Count: 230	 Average Rating: 3.30
MovieID: 302	 Rating Count: 297	 Average Rating: 4.16
MovieID: 303	 Rating Count: 134	 Average Rating: 3.69
MovieID: 304	 Rating Count: 149	 Average Rating: 3.54
MovieID: 305	 Rating Count: 87	 Average Rating: 3.64
MovieID: 306	 Rating Count: 96	 Average Rating: 3.95
MovieID: 307	 Rating Count: 188	 Average Rating: 3.52
MovieID: 308	 Rating Count: 30	 Average Rating: 2.97
MovieID: 309	 Rating Count: 28	 Average Rating: 2.86
MovieID: 310	 Rating Count: 145	 Average Rating: 3.60
MovieID: 311	 Rating Count: 75	 Average Rating: 3.68
MovieID: 312	 Rating Count: 80	 Average Rating: 3.16
MovieID: 313	 Rating Count: 350	 Average Rating: 4.25
MovieID: 314	 Rating Count: 5	 Average Rating: 1.00
MovieID: 315	 Rating Count: 160	 Average Rating: 4.10
MovieID: 316	 Rating Count: 112	 Average Rating: 4.20
MovieID: 317	 Rating Count: 102	 Average Rating: 3.91
MovieID: 318	 Rating Count: 298	 Average Rating: 4.47
MovieID: 319	 Rating Count: 168	 Average Rating: 3.27
MovieID: 320	 Rating Count: 20	 Average Rating: 4.05
MovieID: 321	 Rating Count: 169	 Average Rating: 3.13
MovieID: 322	 Rating Count: 218	 Average Rating: 3.09
MovieID: 323	 Rating Count: 240	 Average Rating: 2.93
MovieID: 324	 Rating Count: 125	 Average Rating: 3.14
MovieID: 325	 Rating Count: 128	 Average Rating: 2.55
MovieID: 326	 Rating Count: 175	 Average Rating: 3.36
MovieID: 327	 Rating Count: 175	 Average Rating: 3.38
MovieID: 328	 Rating Count: 295	 Average Rating: 3.42
MovieID: 329	 Rating Count: 45	 Average Rating: 3.33
MovieID: 330	 Rating Count: 41	 Average Rating: 3.02
MovieID: 331	 Rating Count: 113	 Average Rating: 3.54
MovieID: 332	 Rating Count: 143	 Average Rating: 3.46
MovieID: 333	 Rating Count: 251	 Average Rating: 3.59
MovieID: 334	 Rating Count: 64	 Average Rating: 3.36
MovieID: 335	 Rating Count: 21	 Average Rating: 2.76
MovieID: 336	 Rating Count: 43	 Average Rating: 2.63
MovieID: 337	 Rating Count: 18	 Average Rating: 3.00
MovieID: 338	 Rating Count: 91	 Average Rating: 2.66
MovieID: 339	 Rating Count: 47	 Average Rating: 3.26
MovieID: 340	 Rating Count: 189	 Average Rating: 3.59
MovieID: 341	 Rating Count: 11	 Average Rating: 3.09
MovieID: 342	 Rating Count: 52	 Average Rating: 2.92
MovieID: 343	 Rating Count: 124	 Average Rating: 3.10
MovieID: 344	 Rating Count: 55	 Average Rating: 3.65
MovieID: 345	 Rating Count: 65	 Average Rating: 3.40
MovieID: 346	 Rating Count: 126	 Average Rating: 3.64
MovieID: 347	 Rating Count: 137	 Average Rating: 3.51
MovieID: 348	 Rating Count: 27	 Average Rating: 3.30
MovieID: 349	 Rating Count: 31	 Average Rating: 2.90
MovieID: 350	 Rating Count: 41	 Average Rating: 3.15
MovieID: 351	 Rating Count: 20	 Average Rating: 2.70
MovieID: 352	 Rating Count: 26	 Average Rating: 2.12
MovieID: 353	 Rating Count: 14	 Average Rating: 2.43
MovieID: 354	 Rating Count: 72	 Average Rating: 3.49
MovieID: 355	 Rating Count: 41	 Average Rating: 2.93
MovieID: 356	 Rating Count: 97	 Average Rating: 3.38
MovieID: 357	 Rating Count: 264	 Average Rating: 4.29
MovieID: 358	 Rating Count: 143	 Average Rating: 2.62
MovieID: 359	 Rating Count: 18	 Average Rating: 3.50
MovieID: 360	 Rating Count: 10	 Average Rating: 3.20
MovieID: 361	 Rating Count: 10	 Average Rating: 3.50
MovieID: 362	 Rating Count: 28	 Average Rating: 2.82
MovieID: 363	 Rating Count: 47	 Average Rating: 2.72
MovieID: 364	 Rating Count: 37	 Average Rating: 2.68
MovieID: 365	 Rating Count: 48	 Average Rating: 3.21
MovieID: 366	 Rating Count: 47	 Average Rating: 3.34
MovieID: 367	 Rating Count: 170	 Average Rating: 3.46
MovieID: 368	 Rating Count: 31	 Average Rating: 1.90
MovieID: 369	 Rating Count: 55	 Average Rating: 2.64
MovieID: 370	 Rating Count: 39	 Average Rating: 2.82
MovieID: 371	 Rating Count: 67	 Average Rating: 3.16
MovieID: 372	 Rating Count: 34	 Average Rating: 3.53
MovieID: 373	 Rating Count: 39	 Average Rating: 2.90
MovieID: 374	 Rating Count: 11	 Average Rating: 2.27
MovieID: 375	 Rating Count: 23	 Average Rating: 1.96
MovieID: 376	 Rating Count: 24	 Average Rating: 2.83
MovieID: 377	 Rating Count: 13	 Average Rating: 2.15
MovieID: 378	 Rating Count: 101	 Average Rating: 3.72
MovieID: 379	 Rating Count: 43	 Average Rating: 2.98
MovieID: 380	 Rating Count: 116	 Average Rating: 3.34
MovieID: 381	 Rating Count: 100	 Average Rating: 3.55
MovieID: 382	 Rating Count: 111	 Average Rating: 3.59
MovieID: 383	 Rating Count: 31	 Average Rating: 2.06
MovieID: 384	 Rating Count: 69	 Average Rating: 2.78
MovieID: 385	 Rating Count: 208	 Average Rating: 3.56
MovieID: 386	 Rating Count: 87	 Average Rating: 2.82
MovieID: 387	 Rating Count: 65	 Average Rating: 3.38
MovieID: 388	 Rating Count: 28	 Average Rating: 2.39
MovieID: 389	 Rating Count: 27	 Average Rating: 3.44
MovieID: 390	 Rating Count: 10	 Average Rating: 3.20
MovieID: 391	 Rating Count: 59	 Average Rating: 2.75
MovieID: 392	 Rating Count: 68	 Average Rating: 3.54
MovieID: 393	 Rating Count: 192	 Average Rating: 3.41
MovieID: 394	 Rating Count: 12	 Average Rating: 3.33
MovieID: 395	 Rating Count: 56	 Average Rating: 2.59
MovieID: 396	 Rating Count: 54	 Average Rating: 2.81
MovieID: 397	 Rating Count: 12	 Average Rating: 2.58
MovieID: 398	 Rating Count: 26	 Average Rating: 2.08
MovieID: 399	 Rating Count: 89	 Average Rating: 3.30
MovieID: 400	 Rating Count: 18	 Average Rating: 2.72
MovieID: 401	 Rating Count: 76	 Average Rating: 2.80
MovieID: 402	 Rating Count: 170	 Average Rating: 3.46
MovieID: 403	 Rating Count: 201	 Average Rating: 3.43
MovieID: 404	 Rating Count: 101	 Average Rating: 3.67
MovieID: 405	 Rating Count: 344	 Average Rating: 3.31
MovieID: 406	 Rating Count: 49	 Average Rating: 2.45
MovieID: 407	 Rating Count: 43	 Average Rating: 2.51
MovieID: 408	 Rating Count: 112	 Average Rating: 4.49
MovieID: 409	 Rating Count: 70	 Average Rating: 3.09
MovieID: 410	 Rating Count: 162	 Average Rating: 3.13
MovieID: 411	 Rating Count: 163	 Average Rating: 2.91
MovieID: 412	 Rating Count: 93	 Average Rating: 2.40
MovieID: 413	 Rating Count: 55	 Average Rating: 2.64
MovieID: 414	 Rating Count: 62	 Average Rating: 3.53
MovieID: 415	 Rating Count: 25	 Average Rating: 2.84
MovieID: 416	 Rating Count: 64	 Average Rating: 3.48
MovieID: 417	 Rating Count: 73	 Average Rating: 3.10
MovieID: 418	 Rating Count: 129	 Average Rating: 3.58
MovieID: 419	 Rating Count: 178	 Average Rating: 3.72
MovieID: 420	 Rating Count: 81	 Average Rating: 3.67
MovieID: 421	 Rating Count: 106	 Average Rating: 3.59
MovieID: 422	 Rating Count: 26	 Average Rating: 2.85
MovieID: 423	 Rating Count: 300	 Average Rating: 3.83
MovieID: 424	 Rating Count: 19	 Average Rating: 1.32
MovieID: 425	 Rating Count: 85	 Average Rating: 3.74
MovieID: 426	 Rating Count: 32	 Average Rating: 2.84
MovieID: 427	 Rating Count: 219	 Average Rating: 4.29
MovieID: 428	 Rating Count: 121	 Average Rating: 3.82
MovieID: 429	 Rating Count: 97	 Average Rating: 3.94
MovieID: 430	 Rating Count: 93	 Average Rating: 4.00
MovieID: 431	 Rating Count: 153	 Average Rating: 3.54
MovieID: 432	 Rating Count: 174	 Average Rating: 3.77
MovieID: 433	 Rating Count: 171	 Average Rating: 3.69
MovieID: 434	 Rating Count: 67	 Average Rating: 3.84
MovieID: 435	 Rating Count: 216	 Average Rating: 3.95
MovieID: 436	 Rating Count: 99	 Average Rating: 3.54
MovieID: 437	 Rating Count: 5	 Average Rating: 1.00
MovieID: 438	 Rating Count: 6	 Average Rating: 1.17
MovieID: 439	 Rating Count: 5	 Average Rating: 1.00
MovieID: 440	 Rating Count: 14	 Average Rating: 1.64
MovieID: 441	 Rating Count: 53	 Average Rating: 2.57
MovieID: 442	 Rating Count: 4	 Average Rating: 1.25
MovieID: 443	 Rating Count: 162	 Average Rating: 3.81
MovieID: 444	 Rating Count: 46	 Average Rating: 2.72
MovieID: 445	 Rating Count: 22	 Average Rating: 3.50
MovieID: 446	 Rating Count: 9	 Average Rating: 2.44
MovieID: 447	 Rating Count: 121	 Average Rating: 3.50
MovieID: 448	 Rating Count: 85	 Average Rating: 3.39
MovieID: 449	 Rating Count: 117	 Average Rating: 3.03
MovieID: 450	 Rating Count: 63	 Average Rating: 2.40
MovieID: 451	 Rating Count: 170	 Average Rating: 3.35
MovieID: 452	 Rating Count: 66	 Average Rating: 2.67
MovieID: 453	 Rating Count: 16	 Average Rating: 1.94
MovieID: 454	 Rating Count: 16	 Average Rating: 2.88
MovieID: 455	 Rating Count: 145	 Average Rating: 3.26
MovieID: 456	 Rating Count: 48	 Average Rating: 2.31
MovieID: 457	 Rating Count: 27	 Average Rating: 1.74
MovieID: 458	 Rating Count: 90	 Average Rating: 3.12
MovieID: 459	 Rating Count: 24	 Average Rating: 3.75
MovieID: 460	 Rating Count: 28	 Average Rating: 3.00
MovieID: 461	 Rating Count: 74	 Average Rating: 3.62
MovieID: 462	 Rating Count: 148	 Average Rating: 3.80
